Part Number|Description|Part Revision|Drawing Revision|Project Code|Material Spec.|Material
V5745648120101|BUTTSTRAP LWR JOINT (RH)|AD2|G|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745648220001|BUTTSTRAP LWR JOINT (LH)|Q|AH|AG01|BMS7-26|Aluminum Alloy 2024
V5745648220101|BUTTSTRAP LWR JOINT (RH)|T|AD1|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745648320001|BUTTSTRAP LWR JOINT (LH)|H|E01|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745648320101|BUTTSTRAP LWR JOINT (RH)|T01|AD1|AG01|BMS7-304|Aluminum Alloy 7075
V5745648420001|BUTTSTRAP LWR JOINT (LH)|N|E00|AG01|BMS7-26|Aluminum Alloy 2024
V5745648420101|BUTTSTRAP LWR JOINT (RH)|N/A|Y|AG01|BMS7-304|Aluminum Alloy 7075
V5745648520001|BUTTSTRAP LWR JOINT (LH)|J01|F01|AG01|BMS7-304|Aluminum Alloy 7075
V5745648520101|BUTTSTRAP LWR JOINT (RH)|AD|K|AG01|BMS7-26|Aluminum Alloy 2024
V5745648620001|BUTTSTRAP LWR JOINT (LH)|J01|AU|AG01|BMS7-26|Aluminum Alloy 2024
V5745648620101|BUTTSTRAP LWR JOINT (RH)|AR|BB|AG01|BMS7-380|Stainless Steel 15-5PH
V5745648720001|BUTTSTRAP LWR JOINT (LH)|E00|C|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745648720101|BUTTSTRAP LWR JOINT (RH)|M01|D02|AG01|BMS7-26|Aluminum Alloy 2024
V5745648820001|BUTTSTRAP LWR JOINT (LH)|D00|F|AG01|ABP3-7101|15-5PH Stainless Steel
V5745648820101|BUTTSTRAP LWR JOINT (RH)|BA|AH|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745648920001|BUTTSTRAP LWR JOINT (LH)|BB|J|AG01|BMS7-304|Aluminum Alloy 7075
V5745648920101|BUTTSTRAP LWR JOINT (RH)|M01|L01|AG01|ABP3-4201|Titanium Alloy Plate
V5745649120001|BUTTSTRAP LWR JOINT (LH)|D00|B|AG01|ABP3-2304|Aluminum Alloy 2024
V5745649120101|BUTTSTRAP LWR JOINT (RH)|AR|B01|AG01|ABP3-4201|Titanium Alloy Plate
V5745649220001|BUTTSTRAP LWR JOINT (LH)|AP1|D02|AG01|AMS5643|Stainless Steel 321
V5745649220101|BUTTSTRAP LWR JOINT (RH)|D00|AD|AG01|BMS7-26|Aluminum Alloy 2024
V5745649420001|BUTTSTRAP LWR JOINT (LH)|AN1|AG|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745649420101|BUTTSTRAP LWR JOINT (RH)|AA|BK|AG01|AMS5643|Stainless Steel 321
V5745649520001|BUTTSTRAP LWR JOINT (LH)|C01|Z01|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745649520101|BUTTSTRAP LWR JOINT (RH)|AC|E|AG01|BMS7-304|Aluminum Alloy 7075
V5745649620000|BUTTSTRAP 7 UPPER|Q|AS|AG01|BMS7-304|Aluminum Alloy 7075
V5745649620100|BUTTSTRAP 7 UPPER|AW|J01|AG01|ABP3-4201|Titanium Alloy Plate
V5745650320001|T-PIECE RIB 2 (LH)|E00|F01|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745650320101|T-PIECE RIB 2 (RH)|AP1|C01|AG01|BMS7-304|Aluminum Alloy 7075
V5745650320140|T PIECE RIB 2|M01|AQ|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745650520001|BUTTSTRAP LWR JOINT (LH)|M01|C01|AG01|ABP3-7101|15-5PH Stainless Steel
V5745650520101|BUTTSTRAP LWR JOINT (RH)|T|R|AG01|ABP3-7101|15-5PH Stainless Steel
V5745650620001|BUTTSTRAP LWR JOINT (LH)|D03|H01|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745650620101|BUTTSTRAP LWR JOINT (RH)|AE|U01|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745670820001|POST-RIB25-SPAR-FRONT|D01|AW|AG01|BMS7-26|Aluminum Alloy 2024
V5745670820002|POST RIB 25 SPAR FRONT (LH)|AH|E00|AG01|ABP3-2101|Aluminum Alloy 7075
V5745670820101|POST-RIB25-SPAR-FRONT|AR|H01|AG01|BMS7-26|Aluminum Alloy 2024
V5745670820102|POST RIB 25 SPAR FRONT (RH)|AB|AQ|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745670920001|POST RIB 26 SPAR FRONT (LH)|BH|AG|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745670920002|POST-RIB26-SPAR-FRONT|AW|BD|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745670920101|POST RIB 26 SPAR FRONT (RH)|U01|AG|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745670920102|POST-RIB26-SPAR-FRONT|D01|A00|AG01|AMS5643|Stainless Steel 321
V5745671020001|POST RIB 27 SPAR FRONT (LH)|H01|H|AG01|ABP3-2304|Aluminum Alloy 2024
V5745671020002|POST-RIB27-SPAR-FRONT|H|D00|AG01|ABP3-2304|Aluminum Alloy 2024
V5745671020101|POST RIB 27 SPAR FRONT (RH)|B00|AJ|AG01|BMS7-380|Stainless Steel 15-5PH
V5745671020102|POST-RIB27-SPAR-FRONT|S01|T|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745671120001|POST RIB 28 SPAR FRONT (LH)|AG1|AN|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745671120002|POST-RIB28-SPAR-FRONT|E02|AB|AG01|ABP3-2304|Aluminum Alloy 2024
V5745671120101|POST RIB 28 SPAR FRONT (RH)|J01|J01|AG01|BMS7-304|Aluminum Alloy 7075
V5745671120102|POST-RIB28-SPAR-FRONT|D01|D00|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745671220001|POST RIB 24 SPAR FRONT (LH)|J|AP1|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745671220002|POST-RIB24-SPAR-FRONT|AK|L|AG01|AMS5643|Stainless Steel 321
V5745671220101|POST RIB 24 SPAR FRONT (RH)|AC2|D01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745671220102|POST-RIB24-SPAR-FRONT|Z|U02|AG01|ABP3-2101|Aluminum Alloy 7075
V5745673920001|PULL OFF FTG RIB 2 (LH)|K|AN|AG01|BMS7-304|Aluminum Alloy 7075
V5745673920101|PULL OFF FTG RIB 2 (LH)|Y|U02|AG01|BMS7-380|Stainless Steel 15-5PH
V5745673920201|PULL OF FTG RIB 2|BA|AG|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745673920301|PULL OFF FTG RIB 2|C|AB|AG01|ABP3-2101|Aluminum Alloy 7075
V5745674020001|PULL OFF FTG RIB 2 (LH)|AA|F02|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745674020101|PULL OFF FTG RIB 2 (RH)|J01|AD|AG01|BMS7-304|Aluminum Alloy 7075
V5745674020201|PULL OFF FTG RIB 2|AB|K|AG01|ABP3-4201|Titanium Alloy Plate
V5745674020301|PULL OFF FTG RIB 2|T01|G02|AG01|BMS7-304|Aluminum Alloy 7075
V5745674120001|PULL OF FTG RIB 4|AA|D00|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745674120101|PULL OFF FTG RIB 4|AG1|H|AG01|BMS7-26|Aluminum Alloy 2024
V5745674220001|PULL OF FTG RIB 4|D|AQ|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745674220101|PULL OFF FTG RIB 4|AQ|S02|AG01|BMS7-26|Aluminum Alloy 2024
V5745674320001|PULL OFF FTG OUTBD|V01|AN1|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745674420001|PULL OFF FTG OUTBD|D03|B00|AG01|BMS7-304|Aluminum Alloy 7075
V5745674520001|PULL OFF FTG OUTBD|T01|J01|AG01|BMS7-26|Aluminum Alloy 2024
V5745674620001|PULL OF FTG RIB 5|AT|AE|AG01|ABP3-2101|Aluminum Alloy 7075
V5745674620101|PULL OFF FTG RIB 5|BA|AA|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745674720001|PULL OF FTG RIB 5|M01|B00|AG01|BMS7-304|Aluminum Alloy 7075
V5745674720101|PULL OFF FTG RIB 5|AP1|AB1|AG01|ABP3-7101|15-5PH Stainless Steel
V5745674820001|PULL OF FTG RIB 5|BH|AQ|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745674820101|PULL OFF FTG RIB 5|AD1|F01|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745674920001|PULL OF FTG RIB 5|S01|B01|AG01|BMS7-304|Aluminum Alloy 7075
V5745674920101|PULL OFF FTG RIB 5|M01|AG|AG01|BMS7-304|Aluminum Alloy 7075
V5745675020001|PULL OF FTG RIB 6|C|H01|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745675020101|PULL OFF FTG RIB 6|AC2|D02|AG01|ABP3-2304|Aluminum Alloy 2024
V5745675120001|PULL OF FTG RIB 6|AB|S02|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745675120101|PULL OFF FTG RIB 6|M|Q|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745675220001|PULL OF FTG RIB 6|AL|AN|AG01|BMS7-26|Aluminum Alloy 2024
V5745675220101|PULL OFF FTG RIB 6|S|F01|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745675520001|PULL OFF FTG RIB 6|AE|H01|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745675520101|PULL OFF FTG RIB 6|BA|AS|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745675620001|PULL OFF FITTING RIB 2|AU|AC2|AG01|ABP3-7101|15-5PH Stainless Steel
V5745675620101|PULL OFF FITTING RIB 2|AE|AK|AG01|BMS7-26|Aluminum Alloy 2024
V5745675620201|PULL OFF FTG RIB 2|A|AD1|AG01|AMS5643|Stainless Steel 321
V5745675620301|PULL OFF FTG RIB 2|D01|AE|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745675720001|PULL OFF FITTING RIB 2|AL|AG1|AG01|BMS7-26|Aluminum Alloy 2024
V5745675720101|PULL OFF FITTING RIB 2|AC2|U02|AG01|ABP3-2304|Aluminum Alloy 2024
V5745675720201|PULL OFF FTG RIB 2|BA|D03|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745675720301|PULL OFF FTG RIB 2|D|AT|AG01|BMS7-26|Aluminum Alloy 2024
V5745675820001|PULL OFF FTG RIB 2|AC|AR|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745675820101|PULL OFF FTG RIB 2|S02|D02|AG01|ABP3-4201|Titanium Alloy Plate
V5745675920001|PULL OFF FTG RIB 2|K|L|AG01|BMS7-304|Aluminum Alloy 7075
V5745675920101|PULL OFF FTG RIB 2|N|C00|AG01|ABP3-2304|Aluminum Alloy 2024
V5745676020001|PULL OFF FTG RIB 3|E01|AA|AG01|BMS7-380|Stainless Steel 15-5PH
V5745676020101|PULL OFF FTG RIB 3|Z|E01|AG01|BMS7-304|Aluminum Alloy 7075
V5745676120001|PULL OFF FTG RIB 3|BA|G|AG01|BMS7-304|Aluminum Alloy 7075
V5745676120101|PULL OFF FTG RIB 3|AH|Z|AG01|BMS7-26|Aluminum Alloy 2024
V5745676220001|PULL OFF FTG RIB 3|D00|N/A|AG01|BMS7-304|Aluminum Alloy 7075
V5745676220101|PULL OFF FTG RIB 3|D01|E02|AG01|BMS7-380|Stainless Steel 15-5PH
V5745676320001|PULL OFF FTG RIB 3|U02|AB|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745676320101|PULL OFF FTG RIB 3|AP|BK|AG01|BMS7-26|Aluminum Alloy 2024
V5745676420001|PULL OFF FTG RIB 4|Z|AG1|AG01|ABP3-7101|15-5PH Stainless Steel
V5745676420101|PULL OFF FTG RIB 4|AU|BD|AG01|ABP3-4201|Titanium Alloy Plate
V5745676520001|PULL OFF FTG RIB 4|F02|A00|AG01|ABP3-2101|Aluminum Alloy 7075
V5745676520101|PULL OFF FTG RIB 4|A|F|AG01|BMS7-380|Stainless Steel 15-5PH
V5745678820001|BRACKET RIB 2 LWR|AC|BH|AG01|BMS7-304|Aluminum Alloy 7075
V5745678820101|BRACKET RIB 2 LWR|T01|S01|AG01|AMS5643|Stainless Steel 321
V5745678820201|BRACKET RIB 2 UPR|T|AL|AG01|BMS7-304|Aluminum Alloy 7075
V5745678820301|BRACKET RIB 2 UPR|S|D|AG01|ABP3-2304|Aluminum Alloy 2024
V5745678920001|BRACKET RIB 1 LWR|F02|H|AG01|ABP3-2101|Aluminum Alloy 7075
V5745678920101|BRACKET RIB 1 LWR|V01|AC|AG01|ABP3-7101|15-5PH Stainless Steel
V5745679020001|BRACKET RIB1 UPR (LH)|AR|M|AG01|ABP3-2304|Aluminum Alloy 2024
V5745679020101|BRACKET RIB1 UPR (RH)|D|D02|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745687620001|POST RIB 2 SPAR FRONT (LH)|AS|AD1|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745687620002|POST-RIB 2 SPAR-FRONT|AV|N/A|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745687620101|POST RIB 2 SPAR FRONT (RH)|E|J|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745687620102|POST-RIB 2 SPAR-FRONT|AM|F|AG01|BMS7-26|Aluminum Alloy 2024
V5745687720001|POST RIB 3 SPAR FRONT (LH)|N|D00|AG01|ABP3-2304|Aluminum Alloy 2024
V5745687720002|POST RIB 3 SPAR FRONT (LH)|AK|F01|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745687720101|POST RIB 3 SPAR FRONT (RH)|BB|AM|AG01|AMS5643|Stainless Steel 321
V5745687720102|POST RIB 3 SPAR FRONT (RH)|W|AH|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745689220001|POST-RIB29-SPAR-FRONT|U|U01|AG01|AMS5643|Stainless Steel 321
V5745689220101|POST-RIB29-SPAR-FRONT|AJ|U|AG01|ABP3-2101|Aluminum Alloy 7075
V5745689320001|POST RIB 30 SPAR FRONT (LH)|R|L|AG01|BMS7-304|Aluminum Alloy 7075
V5745689320002|POST-RIB30-SPAR-FRONT|N/A|R|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745689320101|POST RIB 30 SPAR FRONT (RH)|A00|AD2|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745689320102|POST-RIB30-SPAR-FRONT|Z|BA|AG01|BMS7-304|Aluminum Alloy 7075
V5745689420001|POST RIB 31 SPAR FRONT (LH)|S|AN1|AG01|ABP3-4201|Titanium Alloy Plate
V5745689420002|POST-RIB31-SPAR-FRONT|AG1|K|AG01|BMS7-26|Aluminum Alloy 2024
V5745689420101|POST RIB 31 SPAR FRONT (RH)|Z|BD|AG01|AMS5643|Stainless Steel 321
V5745689420102|POST-RIB31-SPAR-FRONT|BH|BD|AG01|ABP3-2101|Aluminum Alloy 7075
V5745689520001|POST RIB 32 SPAR FRONT (LH)|Z01|B|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745689520002|POST-RIB32-SPAR-FRONT|S01|H|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745689520101|POST RIB 32 SPAR FRONT (RH)|W|D00|AG01|ABP3-2304|Aluminum Alloy 2024
V5745689520102|POST-RIB32-SPAR-FRONT|P|E00|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745704220000|STRAP|U01|F02|AG01|ABP3-2304|Aluminum Alloy 2024
V5745704220100|STRAP|A|M01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745718700000|EQUIPPED BUTTSTRAP|W01|S01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745718700100|EQUIPPED BUTTSTRAP|BK|U02|AG01|ABP3-2101|Aluminum Alloy 7075
V5745720000000|EQUIPPED BUTTSTRAP (LH)|A00|S|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745720000100|EQUIPPED BUTTSTRAP (RH)|M01|AA|AG01|ABP3-2304|Aluminum Alloy 2024
V5745720000200|EQUIPPED BUTTSTRAP|J|G|AG01|BMS7-304|Aluminum Alloy 7075
V5745720000300|EQUIPPED BUTTSTRAP|AN1|L|AG01|AMS5643|Stainless Steel 321
V5745721920000|BUTTSTRAP 1 INBD UPR|AP|Q|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745721920100|BUTTSTRAP 1 INBD UPR|E|Z|AG01|BMS7-304|Aluminum Alloy 7075
V5745729720000|BUTTSTRAP 1 LWR|L|C|AG01|BMS7-304|Aluminum Alloy 7075
V5745729720100|BUTTSTRAP 1 LWR|Z01|L01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745729820000|BUTTSTRAP 2 LWR|N|AC|AG01|ABP3-7101|15-5PH Stainless Steel
V5745729820100|BUTTSTRAP 2 LWR|A|AV|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745731700000|BUTTSTRAP 1 LWR PFS (LH)|A|BB|AG01|BMS7-304|Aluminum Alloy 7075
V5745731700100|BUTTSTRAP 1 LWR PFS (RH)|P|AD2|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745731700200|BUTTSTRAP 1 LWR PFS|U01|U02|AG01|BMS7-26|Aluminum Alloy 2024
V5745731700300|BUTTSTRAP 1 LWR PFS|S|AU|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745731720000|BUTTSTRAP 1 LWR PFS|AB1|AW|AG01|BMS7-26|Aluminum Alloy 2024
V5745731720100|BUTTSTRAP 1 LWR PFS|E|N/A|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745731720200|BUTTSTRAP 1 LWR PFS|AS|AL|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745731720300|BUTTSTRAP 1 LWR PFS|AJ|AP1|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745731820000|BUTTSTRAP 2 LWR PFS (LH)|BK|AD2|AG01|BMS7-304|Aluminum Alloy 7075
V5745731820100|BUTTSTRAP 2 LWR PFS (RH)|D03|F|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745731820200|BUTTSTRAP 2 LWR PFS (LH)|BK|U02|AG01|BMS7-26|Aluminum Alloy 2024
V5745731820300|BUTTSTRAP 2 LWR PFS (RH)|E01|U02|AG01|BMS7-304|Aluminum Alloy 7075
V5745731920000|BUTTSTRAP 3 LWR PFS (LH)|AC|T|AG01|ABP3-2304|Aluminum Alloy 2024
V5745731920100|BUTTSTRAP 3 LWR PFS (RH)|L|S01|AG01|ABP3-7101|15-5PH Stainless Steel
V5745731920200|BUTTSTRAP 3 LWR PFS (LH)|M01|D03|AG01|AMS5643|Stainless Steel 321
V5745731920300|BUTTSTRAP 3 LWR PFS (RH)|D02|S02|AG01|ABP3-2101|Aluminum Alloy 7075
V5745732020001|BUTTSTRAP 4 LWR PFS (LH)|AB|P|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745732020101|BUTTSTRAP 4 LWR PFS (RH)|S|AH|AG01|BMS7-304|Aluminum Alloy 7075
V5745732020201|BUTTSTRAP 4 LWR PFS (LH)|BD|K|AG01|ABP3-4201|Titanium Alloy Plate
V5745732020301|BUTTSTRAP 4 LWR PFS (RH)|W|AB|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745732200000|UPPER BUTTSTRAP 1|L01|W01|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745732200100|UPPER BUTTSTRAP 1|AA|J|AG01|BMS7-26|Aluminum Alloy 2024
V5745732220000|UPPER BUTTSTRAP 1|AH|A00|AG01|BMS7-380|Stainless Steel 15-5PH
V5745732220100|UPPER BUTTSTRAP 1|V01|Q|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745732300000|UPPER BUTTSTRAP 2|BK|AH|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745732300100|UPPER BUTTSTRAP 2|AK|S|AG01|ABP3-2101|Aluminum Alloy 7075
V5745732400000|UPPER BUTTSTRAP 3|S02|AD|AG01|BMS7-304|Aluminum Alloy 7075
V5745732400100|UPPER BUTTSTRAP 3|AK|D03|AG01|BMS7-26|Aluminum Alloy 2024
V5745732500000|UPPER BUTTSTRAP 4|Z|E00|AG01|BMS7-304|Aluminum Alloy 7075
V5745732500100|UPPER BUTTSTRAP 4|AN|A00|AG01|BMS7-26|Aluminum Alloy 2024
V5745732520000| UPPER BUTTSTRAP 4|AP|D|AG01|AMS5643|Stainless Steel 321
V5745732520100| UPPER BUTTSTRAP 4|U|F|AG01|AMS5643|Stainless Steel 321
V5745732600000|UPPER BUTTSTRAP 5|R|Q|AG01|ABP3-7101|15-5PH Stainless Steel
V5745732600100|UPPER BUTTSTRAP 5|Y|AU|AG01|BMS7-26|Aluminum Alloy 2024
V5745732620000| UPPER BUTTSTRAP 5|U01|W01|AG01|ABP3-4201|Titanium Alloy Plate
V5745732620100| UPPER BUTTSTRAP 5|AP1|G|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745732700000|UPPER BUTTSTRAP 6|U01|K|AG01|AMS5643|Stainless Steel 321
V5745732700100|UPPER BUTTSTRAP 6|AW|AW|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745732720000| UPPER BUTTSTRAP 6|Y|J|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745732720100| UPPER BUTTSTRAP 6|AA|E00|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745732800000|UPPER BUTTSTRAP 7|AT|E01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745732800100|UPPER BUTTSTRAP 7|P|AD2|AG01|BMS7-304|Aluminum Alloy 7075
V5745732820000| UPPER BUTTSTRAP 7|BB|AW|AG01|ABP3-2304|Aluminum Alloy 2024
V5745732820200| UPPER BUTTSTRAP 7|AU|C00|AG01|BMS7-380|Stainless Steel 15-5PH
V5745732900000|UPPER BUTTSTRAP 8|E|C|AG01|BMS7-380|Stainless Steel 15-5PH
V5745732900100|UPPER BUTTSTRAP 8|B00|S|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745732920000| UPPER BUTTSTRAP 8|D02|M|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745732920200| UPPER BUTTSTRAP 8|AB1|AB1|AG01|BMS7-304|Aluminum Alloy 7075
V5745733000000|UPPER BUTTSTRAP 9|C01|A|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745733000100|UPPER BUTTSTRAP 9|AC2|D01|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745733020000| UPPER BUTTSTRAP 9|AJ|M|AG01|BMS7-304|Aluminum Alloy 7075
V5745733020100| UPPER BUTTSTRAP 9|AC2|T01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745767120001|MACHINED ANGLE RIB 1 (LH)|AB1|AN1|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745767120101|MACHINED ANGLE RIB 1 (RH)|AK|AM|AG01|BMS7-380|Stainless Steel 15-5PH
V5745767120140|MACHINED ANGLE RIB 1|AB1|AP|AG01|BMS7-26|Aluminum Alloy 2024
V5745767320001|MACHINED ANGLE RIB 1|H|D01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745767320101|MACHINED ANGLE RIB 1|S01|AU|AG01|ABP3-4201|Titanium Alloy Plate
V5745767320140|MACHINED ANGLE RIB 1|R|E02|AG01|AMS5643|Stainless Steel 321
V5745767520001|MACHINED ANGLE RIB 2|AD1|K|AG01|BMS7-304|Aluminum Alloy 7075
V5745767520002|MACHINED ANGLE RIB 2|M|AT|AG01|ABP3-2304|Aluminum Alloy 2024
V5745767520101|MACHINED ANGLE RIB 2|H01|T|AG01|ABP3-7101|15-5PH Stainless Steel
V5745767520102|MACHINED ANGLE RIB 2|AG|F02|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745767720001|MACHINED ANGLE RIB 2 (LH)|F|C01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745767720101|MACHINED ANGLE RIB 2 (RH)|V01|AT|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745797420000|BUTTSTRAP UPR|AK|T|AG01|BMS7-380|Stainless Steel 15-5PH
V5745797420100|BUTTSTRAP UPR|AN1|AU|AG01|BMS7-26|Aluminum Alloy 2024
V5745799600200|BUTTSTRAP 3 LWR PFS|AH|S02|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745799600300|BUTTSTRAP 3 LWR PFS|A|J|AG01|BMS7-26|Aluminum Alloy 2024
V5745799700200|BUTTSTRAP 2 LWR PFS|AU|BG|AG01|BMS7-304|Aluminum Alloy 7075
V5745799700300|BUTTSTRAP 2 LWR PFS|BH|K|AG01|BMS7-304|Aluminum Alloy 7075
V5745799800000|BUTTSTRAP 4 LWR PFS|AD2|AP1|AG01|BMS7-304|Aluminum Alloy 7075
V5745799800100|BUTTSTRAP 4 LWR PFS|C01|AP1|AG01|ABP3-4201|Titanium Alloy Plate
V5745799800200|BUTTSTRAP 4 LWR PFS|C01|AW|AG01|BMS7-304|Aluminum Alloy 7075
V5745799800300|BUTTSTRAP 4 LWR PFS|BB|AC2|AG01|ABP3-7101|15-5PH Stainless Steel
V5745805020001|POST RIB 13 SPAR FRONT (LH)|AD|S|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745805020002|POST-RIB13-SPAR-FRONT|J01|AD1|AG01|ABP3-2304|Aluminum Alloy 2024
V5745805020101|POST RIB 13 SPAR FRONT (RH)|H01|AR|AG01|ABP3-2101|Aluminum Alloy 7075
V5745805020102|POST- RIB13-SPAR-FRONT|B00|G02|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745805120001|POST RIB 14 SPAR FRONT (LH)|AM|AU|AG01|BMS7-26|Aluminum Alloy 2024
V5745805120002|POST-RIB14-SPAR-FRONT|D01|BA|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745805120101|POST RIB 14 SPAR FRONT (RH)|Z|P|AG01|AMS5643|Stainless Steel 321
V5745805120102|POST-RIB14-SPAR-FRONT|BD|AM|AG01|ABP3-4201|Titanium Alloy Plate
V5745805220001|POST RIB 15 SPAR FRONT (LH)|G02|BH|AG01|BMS7-26|Aluminum Alloy 2024
V5745805220002|POST-RIB15-SPAR-FRONT|C01|AB1|AG01|ABP3-4201|Titanium Alloy Plate
V5745805220101|POST RIB 15 SPAR FRONT (RH)|AP|E00|AG01|ABP3-4201|Titanium Alloy Plate
V5745805220102|POST-RIB15-SPAR-FRONT|AH|E01|AG01|ABP3-7101|15-5PH Stainless Steel
V5745805320001|POST RIB 16 SPAR FRONT (LH)|AG1|F|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745805320002|POST-RIB16-SPAR-FRONT|Y|M01|AG01|ABP3-4201|Titanium Alloy Plate
V5745805320101|POST RIB 16 SPAR FRONT (RH)|AQ|AG1|AG01|AMS5643|Stainless Steel 321
V5745805320102|POST-RIB16-SPAR-FRONT|E02|S01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745805420001|POST RIB 17 SPAR FRONT (LH)|AQ|J01|AG01|BMS7-26|Aluminum Alloy 2024
V5745805420002|POST-RIB17-SPAR-FRONT|D02|Z01|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745805420101|POST RIB 17 SPAR FRONT (RH)|AA|U02|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745805420102|POST-RIB17-SPAR-FRONT|AN|S01|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745805520001|POST RIB 18 SPAR FRONT (LH)|D02|Q|AG01|BMS7-304|Aluminum Alloy 7075
V5745805520002|POST-RIB18-SPAR-FRONT|AM|AN|AG01|AMS5662|Inconel 718 Nickel Alloy
